CO,PT08.S1,PT08.S2,PT08.S3,PT08.S4,PT08.S5,T,RH,AH
4.4,1488,1336,479,1483,1985,5.1,64.3,0.5697
4.9,1557,1432,445,1605,2068,5.5,66.1,0.601
5.2,1610,1502,420,1697,2087,5.5,69.3,0.6331
4.6,1583,1457,431,1640,1994,5,75.5,0.6667
4.8,1620,1420,436,1598,1971,5.2,76.2,0.6796
4.9,1605,1416,436,1614,1941,5.3,77.4,0.6954
4.9,1604,1496,410,1733,1969,5,79.6,0.7022
5.5,1582,1455,423,1725,1813,5.1,83,0.7352
4.2,1523,1342,466,1588,1677,6.4,82.9,0.8022
1.5,1172,813,774,1233,1118,10.3,74,0.9237
0.1,1021,670,932,1187,828,11.3,71.8,0.9577
0.2,1125,758,820,1241,867,9.8,81.9,0.9923
0.9,1197,840,712,1298,974,9.5,83.8,0.9972
1,1174,842,723,1286,975,9.9,81,0.9885
0.4,1106,733,822,1208,902,9.9,79.8,0.9725
0.43333,828,506,1222,945,673,4.8,75.7,0.659
0.83333,830,492,1263,948,578,4.7,78.9,0.682
0.46667,840,515,1235,941,563,5,75,0.6627
0.1,909,622,1046,992,730,5.6,69.5,0.6362
0.7,1098,881,760,1203,974,7,64.9,0.6512
1.2,1036,868,732,1158,958,7.1,65.4,0.6644
0.2,912,692,923,1020,713,6.4,67.4,0.6537
1.13333,873,618,1036,994,617,5.3,75.9,0.6824
1,889,634,1009,1018,591,6.3,73,0.7024
0.3,965,742,889,1099,661,8.6,63.3,0.7073
0.6,1009,845,771,1132,856,10,55,0.6753
0.2,918,729,904,1014,639,9.4,53.6,0.6333
0.2,920,729,891,1013,647,9.2,55,0.6402
0.7,923,715,915,1015,646,8.7,55.1,0.6228
1.8,1021,883,766,1139,846,8.9,54.4,0.62
2.2,998,858,770,1109,857,8.6,53.6,0.5992
2.3,1061,962,721,1167,942,9,50.4,0.5809
2.6,1016,892,758,1109,945,9.2,49.8,0.5808
1.1,859,611,1053,918,562,8.8,52.1,0.5918
1.2,945,707,963,1005,657,8.8,50.9,0.5781
1.8,937,715,896,995,723,8.7,51.1,0.5755
1.1,876,618,1032,948,555,8.6,51.5,0.5772
0.9,831,530,1169,893,472,8.5,51.9,0.5766
0.6,810,470,1315,863,412,7.8,54.2,0.5755
0.6,822,493,1278,876,453,7.1,56,0.569
0.9,898,646,1013,954,702,7,57.6,0.5784
1,909,636,992,947,720,7.5,55.3,0.5734
3.4,1256,1130,616,1316,1311,7,56.3,0.566
4.2,1298,1217,552,1409,1444,7.6,53.5,0.5605
4.4,1326,1223,547,1381,1613,8.3,50.5,0.5558
2.9,1139,1031,649,1181,1388,12.4,37.1,0.5329
2.6,1135,1047,641,1175,1379,13.9,32.3,0.5117
2.6,1117,1071,638,1178,1289,14.4,28.9,0.4723
3,1094,1128,626,1191,1280,14.8,25.4,0.4259
2.3,982,990,745,1018,1059,15.1,20.8,0.3536
3,1107,1134,639,1172,1299,15.4,23.5,0.4076
4.5,1290,1349,534,1386,1638,13.7,28.1,0.4381
6,1445,1516,455,1594,1946,11.5,37.5,0.5068
4.3,1357,1330,511,1414,1798,10.4,42.3,0.5337
3.4,1248,1179,577,1259,1609,9.9,44,0.5381
2.8,1220,1085,618,1205,1531,8.7,48.3,0.5458
2.1,1137,856,758,1032,1338,8.1,49.9,0.5417
1.7,1102,829,773,1015,1274,7.3,52.8,0.5419
1.8,1082,801,780,1035,1200,8,52.2,0.5623
1.6,1053,795,786,1039,1143,6.8,56.4,0.5609
1.4,1003,740,847,992,1048,6.7,57.4,0.5654
0.76667,1071,808,757,1046,1172,5.4,65.9,0.5947
1.3,1118,841,702,1056,1368,5.5,66.5,0.6054
1.6,1206,948,628,1129,1540,5.9,65.8,0.6178
2.4,1256,1056,582,1230,1575,6.4,63.9,0.6192
4.5,1501,1367,465,1558,1856,7.2,62.2,0.6351
5.7,1578,1527,419,1761,2086,7.9,60,0.6406
4.3,1427,1280,500,1481,1948,8.3,58.5,0.6403
4.2,1440,1311,482,1476,2022,9.3,54.5,0.6415
4.5,1522,1365,464,1526,2104,10.2,53.1,0.6608
5,1517,1403,451,1579,2195,11.1,51.4,0.679
2.9,1300,1113,573,1291,1845,12.8,46.9,0.6919
3,1401,1204,526,1401,1947,13.1,48,0.7181
3.3,1551,1303,469,1520,2171,13.5,51.5,0.793
1.4,1411,1191,519,1426,1920,13.4,51.2,0.7808
2.3,1434,1239,506,1458,1835,12.1,55.3,0.7777
1.6,1489,1305,476,1547,1919,12,56.5,0.7924
4.9,1835,1731,355,2083,2254,10.4,64.4,0.8123
6.4,1804,1679,370,2005,2210,9.4,69.1,0.815
3.5,1579,1345,459,1608,1961,8.9,71,0.8115
1.7,1508,1246,496,1498,1791,8.1,73.8,0.7968
2.6,1535,1300,483,1524,1725,7.3,76.8,0.7904
1.6,1395,1131,552,1362,1553,7.3,76.7,0.7862
1.5,1392,1153,542,1395,1506,7.1,77.3,0.7826
0.5,1297,1032,605,1297,1300,7,77.8,0.7848
0.9,1331,1106,568,1322,1383,5.7,80.5,0.7416
0.4,1288,1036,590,1242,1413,5.2,81.4,0.7276
0.5,1322,1091,565,1307,1471,5.6,80.4,0.7349
0.8,1390,1167,522,1392,1619,6.3,78.8,0.7544
1.4,1443,1207,502,1431,1673,6.9,76.9,0.7682
1.6,1496,1254,484,1472,1881,9.2,67.7,0.79
1.5,1439,1198,502,1426,1877,11.6,59.8,0.8152
1,1432,1150,527,1393,1818,14,52,0.8288
1,1398,1149,535,1417,1699,15,50.2,0.8495
1.3,1380,1206,515,1500,1677,14.9,49.9,0.8394
0.1,1022,857,770,1068,1088,15.8,33.8,0.6034
0.93333,973,806,851,994,926,15.4,29.3,0.5068
1.23333,951,862,823,972,961,14.4,25.7,0.4193
0.1,987,925,776,1016,1066,13.4,27.2,0.4157
0.4,1100,1057,687,1126,1241,12.2,28.7,0.4077
0.7,1064,1072,704,1103,1220,11.3,25.7,0.3422
2.7,1316,1327,549,1328,1613,9.7,31.9,0.3848
2.1,1262,1208,587,1219,1577,8.4,36.5,0.4035
1.3,1259,1152,610,1165,1569,8.2,36.8,0.4016
0.8,1166,981,697,993,1445,8,36,0.3872
1.83333,1066,880,784,946,1240,7,39.9,0.4006
1.46667,1051,883,783,978,1169,5.7,44.3,0.4093
1.6,969,788,854,938,1006,4.2,50.8,0.4234
0.66667,862,609,1101,810,757,4.6,45.1,0.3861
0.5,859,581,1112,829,753,2.7,53.3,0.4006
0.4,849,552,1165,812,737,3.1,51,0.3947
0.66667,879,594,1119,839,792,2.5,54.1,0.4017
0.76667,956,735,915,942,945,3.1,53.5,0.4123
1.8,1039,828,791,987,1115,5,47.5,0.418
2.1,1066,871,775,996,1131,5.8,43.4,0.4032
2.63333,1124,927,722,1047,1242,7.1,42.8,0.4327
2.23333,1160,948,712,1072,1289,7.9,41.6,0.4459
1.86667,1110,896,737,1040,1276,8.1,41.2,0.448
2.06667,1138,940,706,1088,1359,8.3,41.3,0.4533
1.3,1095,857,756,1075,1020,8.9,49.1,0.5629
1.2,1045,694,911,1025,805,7.1,66,0.6678
1.16667,1078,727,849,1057,857,5.7,75.1,0.6942
1.16667,1169,846,767,1157,942,5.4,77.6,0.7031
2.4,1174,926,674,1220,1020,5.4,78.2,0.7074
1.03333,1075,749,827,1050,899,7.3,68.1,0.6979
1.06667,1044,685,903,1042,860,5.8,74.4,0.6924
1.43333,1110,782,798,1101,954,6.2,72.3,0.6887
1.26667,1086,733,848,1064,883,5.9,72.7,0.6791
1.23333,1092,811,773,1129,966,5,76.5,0.6728
0.1,1127,884,704,1173,983,4,80.4,0.663
0.66667,831,498,1237,855,443,5.8,59.5,0.5519
0.3,791,459,1421,809,390,6.6,51.3,0.5026
0.5,836,520,1296,832,479,7,47.2,0.4745
0.6,907,644,1028,902,732,6.6,47.9,0.4686
1.8,1174,1018,688,1210,1149,7.2,49.8,0.5061
2,1094,967,682,1147,1136,6.9,52.8,0.5293
1.4,992,800,797,1007,934,8.7,46.7,0.5249
0.6,955,783,844,976,845,10,40.6,0.4971
0.5,959,771,852,975,808,11.8,35.4,0.4877
0.7,981,804,829,997,783,10.7,37.2,0.4788
1.1,1023,898,759,1034,899,10.7,33.1,0.4256
1.3,1009,860,787,993,922,10.6,34.2,0.4375
1,1007,884,780,1014,951,8.9,38.1,0.4341
1.5,1054,992,715,1092,1051,7.8,39.7,0.4206
1.5,1018,934,740,1014,967,7.3,42.2,0.4341
1.2,976,870,795,971,861,6.9,42.5,0.4257
0.3,872,689,970,866,631,6.6,43.2,0.4247
0.76667,805,559,1183,781,466,6.4,41.7,0.4034
0.8,800,541,1250,779,407,6.1,42.6,0.4041
0.76667,785,504,1306,760,387,5.9,41.8,0.3928
0.83333,757,459,1447,735,337,5.7,41.5,0.3836
0.6,751,424,1583,726,303,5.5,42.4,0.3867
0.5,759,399,1696,749,288,4.3,51.6,0.4323
0.46667,758,388,1785,765,274,3.7,56.3,0.453
0.5,761,383,1745,787,289,3.3,58.1,0.4559
0.6,762,434,1556,763,318,3.9,47.3,0.3862
0.2,869,646,1068,876,476,4.3,45.9,0.3843
0.7,938,785,853,969,704,4.2,50.1,0.4168
0.5,951,769,856,1000,735,3.4,62.7,0.4943
0.4,892,702,935,924,735,5,51.4,0.4534
0.3,876,703,968,892,653,5.7,44.1,0.4063
0.3,872,686,972,880,603,5.2,44.5,0.3968
0.4,893,722,932,917,645,4.7,48.6,0.4194
0.2,879,687,980,914,564,4.5,51,0.4327
0.4,896,689,966,909,614,5.1,50.1,0.4432
0.4,909,706,928,923,658,5,50.4,0.443
0.7,958,758,858,985,719,4.3,56.4,0.4721
1,984,803,813,1012,772,4.3,56.7,0.476
1.1,991,814,790,1040,812,4.3,57,0.4771
0.3,881,638,990,910,583,3.5,60.3,0.4782
0.1,853,616,1071,870,491,4.1,52.5,0.4351
0.86667,804,546,1194,796,400,3.9,50.6,0.4127
0.7,788,514,1285,771,354,3.9,47.7,0.3901
0.53333,788,487,1346,769,329,4,47.8,0.3939
0.53333,763,428,1532,757,296,3.9,50.9,0.4144
0.43333,747,390,1775,738,266,3.3,52.8,0.4137
0.46667,744,383,1881,720,253,2.7,53.9,0.4062
0.53333,774,441,1646,760,282,2.8,54.4,0.411
0.63333,800,492,1310,783,353,3.6,49,0.3915
0.3,896,668,1043,887,519,3.3,50.2,0.3934
0.6,913,733,902,901,681,3.5,47.5,0.3778
0.3,871,638,1022,860,583,4.3,49.4,0.4136
0.1,872,662,1007,874,628,4.5,48.4,0.4131
0.1,858,634,1053,868,566,4.3,50,0.4199
0.2,876,683,993,894,572,4.3,49.7,0.4166
0.5,900,751,891,913,637,4.9,45.3,0.3955
0.3,864,678,987,866,579,5.6,42.4,0.3884
0.3,902,721,924,900,666,5.7,43.1,0.3984
0.3,916,720,912,922,707,4.8,49.7,0.4305
1,1004,918,752,1033,990,5.1,43,0.3821
1.4,1024,945,729,1073,1026,5.3,44.4,0.397
1.4,1011,884,763,1048,910,4.9,47.9,0.418
1.1,1006,822,794,1025,897,4.7,50.8,0.4398
0.4,913,645,966,922,651,4.6,54.8,0.4704
0.2,905,620,986,904,598,4,56.8,0.4688
0.2,872,628,1009,857,560,4.2,46.8,0.39
0.2,843,597,1059,808,527,4.5,42,0.3571
0.2,863,622,1025,826,574,4.1,42.1,0.3487
0.46667,769,412,1481,727,326,4.4,42.2,0.3571
0.4,778,417,1531,745,312,4.1,45.9,0.3804
0.5,801,470,1313,762,382,4.3,42.5,0.3556
0.7,827,533,1198,775,488,4.6,38.1,0.3267
1.9,1038,837,822,972,915,4.6,39.4,0.3367
2.4,1040,917,739,1038,1021,4.8,41.9,0.3634
2,980,790,839,934,897,5.9,40.2,0.376
1.3,912,683,961,872,699,7,38.4,0.3861
1,887,649,1009,854,588,6.6,40.2,0.3944
1.2,922,716,930,893,643,6.6,41.2,0.4046
1.5,928,748,900,900,685,7.3,36.8,0.3779
1.3,921,736,921,881,673,7.3,35,0.3584
1.5,905,747,924,850,691,7,33.5,0.3367
1.5,906,769,913,865,726,6.5,32.4,0.3155
2.1,981,886,819,928,912,5.7,33.9,0.3131
2.6,1053,987,750,1025,1048,5,36.1,0.3178
3,1086,1032,717,1049,1136,4.7,38.3,0.3306
2,967,811,863,911,909,4.5,39.9,0.339
1.4,902,689,995,838,719,4.3,41.1,0.3451
1.3,916,725,953,855,746,4,43.1,0.3551
1.2,895,677,999,827,700,3.7,46,0.3701
1.1,866,613,1075,810,579,3.3,47.4,0.3716
0.9,861,585,1120,807,553,3,49.1,0.3774
0.6,849,522,1158,779,467,3.6,48,0.3835
0.5,818,486,1282,781,422,4,47.8,0.3919
0.6,864,554,1159,819,545,4.1,48.1,0.3975
0.7,856,559,1138,810,556,4.1,47.4,0.3926
1.6,1024,823,827,992,879,4.2,48.7,0.4073
2.2,1050,909,742,1055,993,4.1,49.8,0.4117
1.8,984,832,822,966,892,4.3,48.4,0.4043
1.5,990,808,838,975,901,4.6,49.7,0.4271
1.8,970,798,842,941,874,4.5,49.6,0.421
1.4,943,781,871,925,722,4.4,48.4,0.4087
2.1,994,871,793,997,836,4.7,47.2,0.4075
1.6,932,767,888,920,669,4.2,49.5,0.4118
1.3,891,706,949,860,600,3.4,50.7,0.3991
0.7,793,480,1306,745,376,1.9,49.7,0.3528
0.5,776,445,1460,737,330,1.4,53.8,0.3687
0.5,766,448,1494,734,321,1,54.7,0.3657
0.4,774,458,1473,735,334,1.4,52.3,0.3591
0.5,801,494,1324,754,395,1.6,51,0.3561
0.8,847,586,1163,814,473,1.4,53.1,0.3642
1.1,874,641,1022,857,553,1.7,54.1,0.3785
1.1,879,642,1027,836,545,2.5,51,0.3778
1.1,888,652,1025,833,547,2.9,48.7,0.3706
1.1,873,610,1051,819,527,3.6,45.8,0.3674
1.1,877,618,1027,830,505,3.1,48.1,0.3722
1.2,893,653,987,845,550,3.4,46.6,0.3668
1,866,602,1071,809,465,3.7,45.8,0.3697
1.2,873,629,1049,817,467,4.4,43.7,0.3688
1.3,911,676,998,855,555,4,44.9,0.3689
1.4,908,653,980,847,551,3.3,46.8,0.3671
1.3,907,657,981,844,569,3.1,48.1,0.3707
1.4,925,678,960,861,594,2.8,49,0.37
1.5,920,649,983,849,598,3.1,47.4,0.3661
1,865,561,1102,791,434,2.9,49,0.3725
1,867,553,1136,792,412,2.8,49.1,0.3726
1.1,900,604,1051,815,469,2.9,49.7,0.3782
1.3,901,599,1023,825,515,3.8,46.5,0.3762
1,863,560,1107,787,430,3.2,46.9,0.3658
0.53333,873,565,1097,793,494,3.1,44.8,0.3473
0.6,806,459,1322,728,368,3.1,44.4,0.342
0.5,801,454,1374,727,348,3,43.4,0.3337
0.4,790,431,1439,722,354,2.8,43.8,0.3308
0.5,805,465,1358,736,382,2.7,43.2,0.3259
0.7,843,520,1202,762,450,3.3,42.3,0.3299
0.8,849,537,1148,757,460,4.6,39,0.333
0.8,872,583,1126,765,441,5.6,37.5,0.3426
1,890,585,1097,776,454,7.2,34.2,0.3488
0.9,874,552,1128,760,415,6.9,35.6,0.3561
0.9,863,553,1133,742,419,8.2,30.1,0.3281
0.9,840,566,1176,717,368,7.6,27.9,0.2927
1,845,569,1151,709,397,7.9,25.9,0.2774
1,888,625,1062,763,510,7.8,28.3,0.3017
1.1,845,582,1120,719,473,6.3,28.8,0.2772
1.2,880,641,1077,759,537,5.4,30.1,0.2726
1.6,917,708,972,787,670,5,31.1,0.273
1.7,927,715,965,797,711,4.6,33.8,0.2898
1.1,868,615,1095,752,551,4.3,36.6,0.3064
1.3,932,685,996,820,670,4,39,0.3203
1.7,971,741,901,864,771,2.9,42.8,0.3276
1.5,891,650,987,782,586,3.4,38.9,0.3076
0.8,806,495,1282,685,355,4,36.4,0.2982
0.4,791,435,1486,668,292,3.7,37.7,0.3024
0.4,787,415,1474,667,293,3.4,38.9,0.3075
0.4,814,449,1363,674,328,3.7,37.5,0.3012
0.7,844,538,1164,726,479,3.7,35.2,0.2833
1.8,1049,863,826,923,979,3.7,33.9,0.2732
3.5,1293,1153,602,1141,1667,6.6,34.4,0.3359
2.8,1121,1066,683,1040,1378,10,22.4,0.2753
3.1,1112,1078,683,1028,1426,11.9,18.6,0.2581
2.5,1060,1048,707,983,1246,12.5,17.2,0.2477
2.7,1056,1040,711,976,1187,13.2,17.3,0.2606
2.9,1131,1139,643,1097,1363,13.5,18.7,0.2872
3.2,1162,1170,618,1131,1425,14.1,18.2,0.2908
4.1,1283,1328,552,1294,1722,13,20.3,0.303
6.1,1414,1490,488,1433,2051,10.4,24.7,0.3116
6.8,1486,1570,455,1557,2179,8.6,29.8,0.3344
6.8,1523,1533,456,1532,2214,7.3,36.8,0.3771
3.7,1283,1149,587,1148,1799,6.3,39.4,0.3795
2.1,1109,863,737,960,1527,5.4,43.5,0.3922
1.4,1055,782,798,940,1377,5.1,45.6,0.4056
1.3,1038,756,813,921,1317,4.2,49.4,0.412
1.1,996,698,871,894,1228,4.1,50.1,0.415
1,995,680,879,904,1201,4.1,51.5,0.4263
0.8,1042,688,814,935,1204,2.5,64.8,0.4807
0.9,1042,701,795,945,1216,1.8,68.9,0.4878
1.1,1024,724,814,944,1198,2,64.9,0.4661
1.6,1147,886,702,1056,1381,2.2,65.3,0.473
3.7,1496,1298,492,1441,1873,3.1,64,0.4938
4.8,1541,1353,449,1492,2112,3.7,61.7,0.4967
4.1,1491,1215,503,1343,2038,4.4,58.8,0.4979
4.5,1533,1334,466,1434,2118,5.8,54.1,0.502
4.5,1507,1292,479,1379,2110,7.3,50.8,0.5226
3.7,1451,1264,497,1408,1965,9.5,47.2,0.5589
4.2,1432,1264,487,1476,1888,11.8,44.4,0.6118
3.3,1408,1202,506,1411,1774,12.7,45.5,0.6648
3.2,1377,1129,540,1392,1626,13.5,44.8,0.6898
3.6,1454,1190,508,1434,1761,12.3,48.9,0.6967
3.5,1268,1128,573,1255,1533,10.8,40.3,0.5201
4.1,1259,1211,559,1243,1531,9.4,36.7,0.4324
4,1261,1143,595,1208,1477,8.3,39.5,0.4318
3.3,1133,971,683,1059,1332,7.8,41.3,0.4389
3,1054,818,777,966,1210,7.3,43.8,0.4505
2.6,1055,783,805,969,1167,6.7,47.6,0.4688
2.6,1059,747,820,964,1133,6.6,51.2,0.5007
2.6,1063,769,807,993,1109,6.4,52.6,0.5074
2.9,1135,854,722,1065,1218,5.3,57.8,0.5177
2.5,1058,753,764,986,1149,3.3,66.8,0.5215
2,1040,688,846,920,1090,3.7,62.9,0.5059
2.2,1069,737,792,946,1114,2.6,67.5,0.5034
2.4,1042,771,795,941,1089,3.5,60.9,0.4857
4,1322,1151,566,1286,1446,2.7,63.4,0.4787
6.7,1549,1485,422,1638,1930,2.8,64.2,0.4859
5.6,1416,1285,501,1390,1809,5.8,53.1,0.4942
4.3,1337,1143,560,1236,1769,9.7,40.1,0.4832
4,1281,1132,577,1206,1696,12.7,30,0.4398
2.6,1037,981,721,1000,1086,13.7,20.7,0.3221
2.2,1028,983,728,979,1048,13.7,19.9,0.3114
1.9,984,913,762,930,990,14.1,18.1,0.2884
1.8,1010,940,759,960,1027,14.5,18,0.2956
3.1,1113,1096,645,1092,1359,13.2,20.4,0.3074
4.8,1253,1284,536,1285,1618,10.5,25.1,0.3194
5.8,1400,1499,461,1527,1869,8.9,31.4,0.3597
5.9,1470,1584,436,1641,2033,8.2,36.2,0.3953
4.1,1281,1168,571,1195,1756,6.7,39.6,0.3906
1.8,1084,855,748,939,1446,5.8,42,0.3904
1.7,1097,892,719,979,1423,4.9,45.9,0.3999
1.7,1032,791,793,915,1278,4.5,47.9,0.4079
1.5,1046,812,782,940,1265,3.9,51.6,0.4226
1.1,975,707,860,902,1107,3.4,54.7,0.4323
0.86667,926,623,954,873,1011,2,60.8,0.4337
0.3,932,645,916,882,1006,1.2,63.7,0.4327
0.4,937,640,923,870,1010,2.1,60.3,0.4368
0.6,996,724,861,938,1067,1.3,63.1,0.4322
3,1382,1202,534,1352,1630,1.3,64.8,0.441
5.6,1544,1530,416,1706,2030,2.1,62.2,0.4491
4.9,1429,1317,495,1425,1916,5.1,50.8,0.4499
3.5,1312,1164,570,1230,1761,8.5,39.7,0.4425
2.2,1205,989,643,1084,1597,11.5,33,0.4476
2.7,1322,1110,568,1208,1776,12.2,34.3,0.4864
2.7,1301,1074,574,1255,1636,13.5,35,0.5396
2.1,1280,1030,597,1246,1480,14.9,34.9,0.5869
2,1256,986,612,1240,1413,15.7,34.5,0.6111
2.4,1358,1128,545,1344,1611,14.7,37.2,0.618
6.7,1713,1605,383,1870,2186,12.2,44.8,0.6342
6.4,1655,1527,393,1758,2203,10.3,52.4,0.6578
3.9,1444,1227,485,1414,1891,9.3,55.5,0.6503
2.7,1314,1069,571,1271,1662,8.3,57.6,0.6304
3,1368,1164,524,1350,1674,6.3,65.1,0.6237
2.1,1195,943,645,1149,1462,6.5,63.1,0.6132
1.2,1083,828,734,1067,1273,6,62.7,0.589
1.2,1055,771,781,1030,1174,5.1,65.4,0.5797
0.7,973,672,887,954,1031,4.7,64.6,0.5568
0.8,949,657,895,948,991,5,63.5,0.5575
0.4,920,601,974,920,925,3.9,65.5,0.5367
0.7,989,703,843,988,1017,1.8,74.5,0.5271
1.4,1100,854,714,1075,1187,1.8,73.7,0.5198
4,1411,1288,492,1472,1638,2.3,70.9,0.5182
3.9,1328,1300,499,1405,1672,4.4,61.1,0.5176
3.1,1308,1189,534,1325,1656,7.7,49.8,0.5267
3.2,1280,1127,558,1277,1641,12.1,36.9,0.5212
1.5,1056,857,735,1028,1117,15,28.5,0.4821
1.2,1019,825,781,994,901,14.5,28.3,0.4665
1.9,1084,923,712,1085,1046,12.9,31.8,0.4707
1.5,998,841,792,979,884,12.1,32.3,0.4548
1.4,987,816,816,959,821,11.3,33.5,0.4476
1.9,1079,932,719,1018,1056,11.4,32.6,0.4373
2.2,1096,954,687,1085,1139,9.1,37.8,0.4372
3,1146,1043,639,1169,1248,8.1,41,0.4458
2.6,1125,1025,653,1147,1200,7.7,41.9,0.4409
2.8,1130,968,680,1102,1220,7.1,43.9,0.4433
1.6,1017,805,807,958,1032,6.3,45.8,0.4408
1.3,1017,776,843,946,971,6,46.1,0.4351
1.6,1041,778,828,947,1011,5.5,49,0.4471
1.5,1034,769,816,952,1049,4.9,52,0.4548
1.3,1009,751,828,939,1053,4.1,54.7,0.4536
2,1084,859,703,1017,1163,1.5,66.2,0.4571
1.3,989,731,815,936,1018,1,67.7,0.4523
0.9,1047,792,757,957,1121,0.8,69.9,0.4591
1.4,1091,868,705,1021,1200,1.3,67.2,0.4598
3.1,1263,1074,614,1198,1403,2,63.6,0.4564
4.1,1165,1024,646,1134,1365,4.1,52.7,0.4345
1.3,966,760,877,890,940,7.5,39.2,0.4091
0.9,927,702,932,847,750,9,34.5,0.398
1,909,678,960,838,652,9.2,34.5,0.4025
1,941,723,922,880,643,9.3,33.8,0.3981
1.1,903,696,932,850,629,9.3,33.1,0.3874
0.8,891,668,991,819,549,9.7,30.8,0.3716
1,904,674,968,824,578,9.6,31.1,0.3718
0.9,900,659,990,807,582,8.6,32.8,0.3669
0.9,926,725,933,847,694,7.2,35,0.3567
1.6,999,821,846,915,926,6.4,36.8,0.3566
1.4,994,774,854,917,915,6,40.2,0.3773
1.4,1010,801,826,944,986,5.5,42.6,0.3874
1.1,938,685,934,870,840,4.9,43.7,0.3809
1.2,983,760,869,898,939,4.2,43.2,0.3605
1.8,963,749,900,834,869,4,39.2,0.3228
1.4,962,756,902,843,908,3.7,40.1,0.323
1.4,980,761,854,876,1051,3.1,47.1,0.3638
0.8,898,624,987,825,871,0.8,53.8,0.3542
0.8,854,572,1070,788,793,1.2,51.9,0.3515
0.7,838,531,1146,774,753,1,52.2,0.3489
0.7,831,543,1132,787,737,0.6,53.3,0.3467
0.6,833,526,1169,771,722,0.8,52.8,0.3468
0.8,870,582,1091,791,737,0.3,53.7,0.3424
1.3,984,727,891,908,913,4.1,42.9,0.3551
2,1065,844,780,979,1117,8,33.3,0.3591
1.7,968,743,886,840,774,10.7,25.2,0.3242
1.2,911,683,981,790,558,11.1,23.5,0.3105
1,868,590,1081,753,420,10.6,26,0.332
0.8,868,576,1128,755,363,10.3,27.7,0.3481
1,904,633,1040,789,410,10.2,28.3,0.3516
1.4,944,693,928,832,568,9.2,29.9,0.3479
1.1,925,649,1003,819,570,6.9,36.4,0.3635
1.6,985,736,891,875,774,6,38,0.3584
1.8,1002,780,855,892,857,5.8,36.4,0.3385
1.4,938,692,937,805,737,5.8,35.4,0.3286
1.1,896,627,1033,782,610,5.4,36.6,0.3304
1,907,614,1052,782,627,5.1,37.9,0.3358
1.1,902,613,1049,777,566,4.8,38,0.33
1,885,582,1072,760,517,4.5,38.1,0.3249
0.8,863,545,1119,749,484,4.3,38.1,0.3207
0.6,852,482,1187,726,496,3.8,41,0.3327
0.6,879,495,1147,753,623,3.3,44.6,0.3499
0.6,900,525,1090,780,696,3.6,44.5,0.3574
0.8,963,615,980,837,916,3.4,47,0.3713
2.3,1183,929,675,1037,1309,2.9,49.5,0.3775
2.8,1161,996,639,1067,1396,5.6,40.5,0.3704
2.1,1102,896,720,969,1226,7.5,33.8,0.352
1.7,1029,835,771,897,1002,10.8,25.2,0.3251
1.4,973,797,845,845,769,12.9,20.6,0.3045
1.6,981,820,807,876,784,12.2,21.4,0.3033
1.4,960,784,842,868,643,12,21.9,0.3069
1.3,973,761,862,865,682,12.2,24,0.3392
1.4,968,765,843,863,692,12,24.3,0.3393
1.7,1022,854,771,941,926,10.5,27.8,0.3525
1.9,1067,879,740,989,996,8.7,33.9,0.3832
2.3,1101,908,707,1025,1095,7.8,37.6,0.4004
2,1081,885,720,1017,1058,7.2,39.4,0.4032
1.6,988,738,843,906,893,7.1,39.6,0.4019
1,932,630,980,842,681,7.1,39.6,0.4001
0.9,923,602,1028,831,599,7.2,39.3,0.4004
0.9,915,589,1045,813,550,6.9,39.6,0.3966
0.9,879,534,1129,785,470,7,39.8,0.4006
0.5,852,479,1275,761,375,7.1,40.5,0.409
0.5,878,496,1182,782,451,6,42.9,0.404
0.6,910,524,1102,802,600,6.4,42.7,0.4126
0.6,918,551,1062,817,712,6.1,43.6,0.4129
1,991,653,944,885,931,5.9,45.1,0.4211
2.1,1223,979,658,1120,1332,6,46.4,0.4367
2.9,1277,1153,543,1268,1520,6.6,43.7,0.4273
2.2,1114,922,689,1022,1223,8.7,36.3,0.4074
1.6,1088,853,729,996,1122,10.5,33.4,0.4246
1.8,1064,881,727,979,1099,11.4,27.8,0.3748
1.5,1047,854,753,959,904,12.7,27.4,0.4011
2.2,1075,920,726,992,1022,13.3,23.3,0.354
1.6,973,777,858,844,719,13.9,20.7,0.3271
1.5,942,733,912,800,609,13.6,20,0.3093
4,1521,1203,476,1400,2141,8.5,50.9,0.5664
4,1428,1085,526,1268,2023,8.3,53.3,0.5843
3.6,1463,1069,530,1279,1967,7.1,58.1,0.5885
4.2,1494,1124,504,1313,1931,5.8,64.3,0.5964
4.3,1462,1080,522,1274,1889,5.3,66.8,0.5979
3.6,1326,967,578,1174,1699,5,66.6,0.5871
1.33333,1154,788,709,1065,1390,5.1,65.9,0.5827
1.4,1175,839,670,1087,1371,4.1,69,0.5735
1.4,1203,870,641,1103,1427,4.6,67.6,0.5778
1.6,1250,933,620,1144,1489,5.2,65.5,0.5836
2.3,1321,1046,562,1263,1610,6,62.8,0.5929
2.4,1323,1049,550,1290,1619,7.1,59.3,0.6005
2.7,1381,1045,541,1307,1706,7.8,58,0.6136
3.4,1480,1186,498,1382,1882,9,54.7,0.6271
3.1,1485,1229,477,1450,1911,10,53.1,0.6495
3.6,1522,1229,470,1488,1943,10.8,52,0.6738
3.8,1570,1224,468,1448,2020,11,51.4,0.6746
